GAMEPLAY_RadialCrafting,Crafting,,
GAMEPLAY_RadialTraps,Traps,,
GAMEPLAY_NoTrapsInInventory,No traps in inventory,,
GAMEPLAY_QuitWithoutSavingJournal,The Journal for this sandbox will not be saved if you continue,,
GAMEPLAY_View,View,,
GAMEPLAY_EndDate,End Date,,
GAMEPLAY_NoSandboxsFound,No Journals found,,
GAMEPLAY_SleepUntilRested,Sleep Until Rested,,
GAMEPLAY_YouWokeUpFullyRested,You woke up fully rested,,
GAMEPLAY_HypothermiaRisk,Hypothermia Risk,,
GAMEPLAY_HypothermiaRiskTreatment,Find someplace warm before Hypothermia develops,,
GAMEPLAY_HypothermiaRiskDesc,"Your body temperature is very low. If it remains low, you'll get Hypothermia.",,
GAMEPLAY_ContractedHypothermiaRisk,At risk for Hypothermia,,
GAMEPLAY_FlareDescription,A powerful flare. Loud enough to scare wildlife.,Was: A throwable flare. Loud enough to scare wildlife.,
GAMEPLAY_ThrowAim,Place / Aim / Brandish,Was: Place / Aim / Throw,
GAMEPLAY_CabinFever,Cabin Fever,,
GAMEPLAY_CabinFeverTreatment,Do not sleep indoors for {time-val} hours. Spend some time outdoors to recover.,,
GAMEPLAY_CabinFeverDesc,You've been indoors so long you feel like the walls are closing in. You will be unable to sleep indoors for {time-val} hours.,,
GAMEPLAY_TimeSpentIndoors,Time Spent Indoors,,
GAMEPLAY_CabinFeverHasPassed,You've recovered from Cabin Fever.,,
GAMEPLAY_NoSleepIndoorsCabinFever,You can't sleep indoors due to Cabin Fever.,,
GAMEPLAY_ActionRadial,Radial Menu,,
GAMEPLAY_HuntedChallengeObjective1,Escape the bear and heal your wounds.,,
GAMEPLAY_HuntedChallengeObjective2,Travel to Trapper's Cabin in Mystery Lake.,,
GAMEPLAY_RescueChallengeObjective1,Find the Distress Pistol at the summit of Timberwolf Mountain.,,
GAMEPLAY_RescueChallengeObjective2,Travel to the top of the Lighthouse in Desolation Point.,,
GAMEPLAY_RescueChallengeObjective2a,Get the Distress Pistol.,,
GAMEPLAY_RescueChallengeObjective2b,Equip the Distress Pistol.,,
GAMEPLAY_RescueChallengeObjective3,Fire the Distress Pistol.,,
GAMEPLAY_EmergencyStim,Emergency Stim,,
GAMEPLAY_EmergencyStimDescription,Emergency steroid injection. Will provide a short-burst of energy. Then you'll collapse from exhaustion. Use as a last resort!,,
GAMEPLAY_EmergencyStimProgress,Injecting...,,
GAMEPLAY_EmergencyStimFailedUsedTooOften,You can only use one Stim at a time.,,
GAMEPLAY_TryAgain,Try Again,,
GAMEPLAY_ChallengeCompleted,Challenge Completed,,
GAMEPLAY_ChallengeFailed,Challenge Failed,,
GAMEPLAY_YourTime,Your time,,
GAMEPLAY_BestTime,Best time,,
GAMEPLAY_PassTime,Pass Time,,
GAMEPLAY_Brand,Brand,,
GAMEPLAY_BrandDescription,"The Brand is a burning stick that serves as a small torch. Provides a bit of light, and might be useful against wildlife.",,
GAMEPLAY_TakeBrand,Take Brand,,
GAMEPLAY_Challenge,Challenge,"noun, as in a challenge mode",
GAMEPLAY_IntestinalParasites,Intestinal Parasites,,
GAMEPLAY_IntestinalParasitesRisk,Risk of Intestinal Parasites,,
GAMEPLAY_IntestinalParasitesCause,Infected Meat,,
GAMEPLAY_IntestinalParasitesDesc,You ate infected game meat and now have Intestinal Parasites. Recovery requires multiple daily treatments! You will continue to weaken until treatment has run its full course. [Maximum 1 dose/day.],,
GAMEPLAY_IntestinalParasitesRiskTreatment,Avoid eating more meat from carnivores.,,
GAMEPLAY_IntestinalParasitesRiskDesc,Game meat from carnivorous animals may be infected with parasites.,,
GAMEPLAY_Doses,Doses,,
GAMEPLAY_DosesRemaining,Doses Remaining,,
GAMEPLAY_IntestinalParasitesRiskHasPassed,Risk of Intestinal Parasites has passed,,
GAMEPLAY_IntestinalParasitesRiskStart,At Risk for Intestinal Parasites,,
GAMEPLAY_IntestinalParasitesRiskIncrease,Increased Risk of Intestinal Parasites,,
GAMEPLAY_IntestinalParasitesAlreadyTakenDose,Wait until tomorrow to take another dose.,,
GAMEPLAY_MasterVolume,Master,,
GAMEPLAY_NoEmergencyStim,No Emergency Stim in inventory,,
GAMEPLAY_RadialEmergencyStim,Emergency Stim,,
GAMEPLAY_Accept,Accept,,
GAMEPLAY_NewChallenge,New Challenge,,
GAMEPLAY_NoPassTimeIndoorsCabinFever,Cannot pass time indoors due to Cabin Fever,,
GAMEPLAY_RavineBase,Ravine Basin,the bottom area of the ravine,
GAMEPLAY_RavineTrestle,Raven Falls Trestle,the big ravine trestle rail bridge,
GAMEPLAY_Controller_RadialMenu,Radial Menu (LB),,
GAMEPLAY_NoRestOnThinIce,Cannot rest while on weak ice.,,
GAMEPLAY_NoPassTimeOnThinIce,Cannot pass time while on weak ice.,,
GAMEPLAY_ViewNotes,View Notes,,
GAMEPLAY_TooWindyToAddFuel,It's too windy to sustain this fire.,,
GAMEPLAY_ResetBindingsNotification,We have updated the default controls and therefore your modified key-bindings have been reset to the new defaults.,,
STEAM_CONTROLLER_Gameplay,Gameplay,,
STEAM_CONTROLLER_Menu,Menu,,
SUBTITLE_FFireFailUrg0106,Ok that didn't work.,,
SUBTITLE_FFireFailUrg0107,Ah that didn't work.,,
SUBTITLE_FFireFailUrg0108,Why didn't that work?,,
SUBTITLE_FFireFailUrg0116,[grunt],,
SUBTITLE_FFireFailUrg0117,That didn't work!,,
SUBTITLE_FFireFailUrg0201,Damn It!,,Chết tiệt!
SUBTITLE_FFireFailUrg0203,Damn It!,,Chết tiệt!
SUBTITLE_FFireFailUrg0204,That didn't work.,,
SUBTITLE_FFireFailUrg0208,Oh come on.,,
SUBTITLE_FFireFailUrg0210,Damn It!,,Chết tiệt!
SUBTITLE_FFireFailUrg0212,Come On.,,
SUBTITLE_FFireFailUrg0220,Come On.,,
SUBTITLE_FFireFailUrg0303,Why didn't that work?,,
SUBTITLE_FFireFailUrg0306,Come On!,,
SUBTITLE_FFireFailUrg0310,Are you serious?,,
SUBTITLE_FFireFailUrg0311,Damn It!,,Chết tiệt!
SUBTITLE_FFireFailUrg0313,Oh come on.,,
SUBTITLE_FFireFailUrg0315,Are you serious?,,
SUBTITLE_FFireProgressFailUrg0101,Oh come on.,,
SUBTITLE_FFireProgressFailUrg0102,Oh come on little fire.,,
SUBTITLE_FFireProgressFailUrg0105,Don't do this to me.,,
SUBTITLE_FFireProgressFailUrg0201,Don't do this to me.,,
SUBTITLE_FFireProgressFailUrg0202,Don't do this to me.,,
SUBTITLE_FFireProgressFailUrg0203,Come on little fire.,,
SUBTITLE_FFireProgressFailUrg0204,Don't do this to me.,,
SUBTITLE_FFireProgressFailUrg0302,Gah! Don't do this to me.,,
SUBTITLE_FFireProgressFailUrg0303,Are you serious?,,
SUBTITLE_FFireProgressFailUrg0304,Please.,,Làm ơn.
SUBTITLE_FFireProgressSucUrg0101,Come on little fire.,,
SUBTITLE_FFireProgressSucUrg0102,Come on little fire.,,
SUBTITLE_FFireProgressSucUrg0103,Come on little fire. Come On.,,
SUBTITLE_FFireProgressSucUrg0104,Come on little fire. Come On.,,
SUBTITLE_FFireProgressSucUrg0106,Come on. Come on.,,
SUBTITLE_FFireProgressSucUrg0201,Come on little fire.,,
SUBTITLE_FFireProgressSucUrg0203,Come on little fire.,,
SUBTITLE_FFireProgressSucUrg0301,Come on little fire.,,
SUBTITLE_FFireSucUrg0201,[exhale],,
SUBTITLE_FFireSucUrg0203,[exhale],,
SUBTITLE_FFireSucUrg0205,[exhale],,
SUBTITLE_FFireSucUrg0301,[exhale],,
SUBTITLE_FGenSuccess01,Perfect,,Hoàn hảo
SUBTITLE_FGenSuccess02,Perfect,,Hoàn hảo
SUBTITLE_FGenSuccess03,Oh ya. That's a good one.,,
SUBTITLE_FGenSuccess04,Oh lucky day.,,Oh ngày may mắn.
SUBTITLE_FGenSuccess05,Perfect,,
SUBTITLE_FGenSuccess07,Whew. Right on.,,
SUBTITLE_MFireFailUrg0101,Damn It.,,Chết tiệt.
SUBTITLE_MFireFailUrg0104,That didn't work.,,
SUBTITLE_MFireFailUrg0107,Why didn't that work.,,
SUBTITLE_MFireFailUrg0110,"Well, that didn't work.",,
SUBTITLE_MFireFailUrg0111,"Well, that didn't work.",,
SUBTITLE_MFireFailUrg0201,Damn It.,,Chết tiệt.
SUBTITLE_MFireFailUrg0202,Why ddin't that work?,,
SUBTITLE_MFireFailUrg0203,Hrmph.,,
SUBTITLE_MFireFailUrg0209,Well that didn't work.,,
SUBTITLE_MFireFailUrg0211,Waste of damned time.,,
SUBTITLE_MFireFailUrg0212,Waste of damned time.,,
SUBTITLE_MFireFailUrg0301,Are you serious?,,
SUBTITLE_MFireFailUrg0302,Are you serious?,,
SUBTITLE_MFireFailUrg0303,Hrmph.,,
SUBTITLE_MFireFailUrg0304,Are you serious?,,
SUBTITLE_MFireProgressFailUrg0101,Oh come on.,,
SUBTITLE_MFireProgressFailUrg0102,Oh come on.,,
SUBTITLE_MFireProgressFailUrg0201,Oh come on.,,
SUBTITLE_MFireProgressFailUrg0202,Come on little fire.,,
SUBTITLE_MFireProgressFailUrg0301,"Don't do this to me,",,
SUBTITLE_MFireProgressFailUrg0302,Come On.,,
SUBTITLE_MFireProgressSucUrg0101,Come on.,,
SUBTITLE_MFireProgressSucUrg0102,Come on. Come on.,,
SUBTITLE_MFireProgressSucUrg0201,Come on little fire.,,
SUBTITLE_MFireProgressSucUrg0202,Come on.,,
SUBTITLE_MFireProgressSucUrg0203,Come on little fire.,,
SUBTITLE_MFireProgressSucUrg0204,Come on.,,
SUBTITLE_MFireProgressSucUrg0301,Come on. Come on.,,
SUBTITLE_MFireProgressSucUrg0302,Come on.,,
SUBTITLE_MFireProgressSucUrg0304,Come on.,,
SUBTITLE_MFireProgressSucUrg0305,Come on.,,
SUBTITLE_MFireProgressSucUrg0306,Come on. Come on.,,
SUBTITLE_MFireSucUrg0103,That did it.,,
SUBTITLE_MFireSucUrg0104,That did it.,,
SUBTITLE_MFireSucUrg0106,All right.,,
SUBTITLE_MFireSucUrg0108,That's done.,,
SUBTITLE_MFireSucUrg0110,Turned out pretty well.,,
SUBTITLE_MFireSucUrg0111,Turned out pretty well.,,
SUBTITLE_MFireSucUrg0202,It worked.,,
SUBTITLE_MFireSucUrg0204,Looks like it worked.,,
SUBTITLE_MFireSucUrg0206,Well thank goodness for that.,,
SUBTITLE_MFireSucUrg0208,That should help warm things up.,,
SUBTITLE_MFireSucUrg0209,That should help warm things up.,,
SUBTITLE_MFireSucUrg0301,It worked.,,
SUBTITLE_MFireSucUrg0302,It worked.,,
SUBTITLE_MFireSucUrg0305,Well thank goodness for that.,,
SUBTITLE_MFireSucUrg0307,Fire is life out here.,,
GAMEPLAY_CabinFeverRisk,Cabin Fever Risk,,
GAMEPLAY_CabinFeverRiskTreatment,Spend time outdoors,,
GAMEPLAY_CabinFeverRiskDesc,You've been indoors so long you are starting to feel very uneasy. Spend some time outdoors before it gets worse.,,
GAMEPLAY_ContractedCabinFeverRisk,At risk for Cabin Fever,,
GAMEPLAY_CurrentLanguage,English,"Native name of each language, so the name of the language in that language. For example, English is ""English"" and German is ""Deutsch"".",
GAMEPLAY_Brightness,Brightness,"Setting in the options menu, refers to screen brightness",
GAMEPLAY_InsufficientMaterialsForSnowShelter,Requires {num-sticks} Sticks and {num-cloth} Cloth to build,,
GAMEPLAY_RuinedSnowShelter,Ruined Snow Shelter,,
GAMEPLAY_CannotBuildSnowShelterIndoors,Cannot build Snow Shelter indoors,,
GAMEPLAY_ExitSnowShelter,Exit Snow Shelter,,
GAMEPLAY_RadialSnowShelter,Snow Shelter,,
GAMEPLAY_BuildSnowShelter,Build Snow Shelter,,
GAMEPLAY_BuildingShelterWillCost,Building Snow Shelter Will Cost,,
GAMEPLAY_RepairShelterWillCost,Repair Snow Shelter Will Cost,,
GAMEPLAY_DismantleShelterWillCost,Dismantle Snow Shelter Will Cost,,
GAMEPLAY_Badges,Badges,,
GAMEPLAY_BadgesProgress,{num-collected} of {num-total} Collected,,
GAMEPLAY_AdjustBrightnessDesc,"Adjust the slider until The Long Dark logo is barely visible, and the wolf disappears completely.",,
GAMEPLAY_Lighter,Lighter,screen brightness increase,
GAMEPLAY_Darker,Darker,screen brightness decrease,
GAMEPLAY_Build,Build,,
GAMEPLAY_Dismantle,Dismantle,,
GAMEPLAY_HarvestedMaterials,Harvested Materials,,
GAMEPLAY_BuildingProgress,Building...,Building a snow shelter,
GAMEPLAY_SkillBeginner,Beginner,,
GAMEPLAY_SkillNovice,Novice,,
GAMEPLAY_SkillSkilled,Skilled,,
GAMEPLAY_SkillExpert,Expert,,
GAMEPLAY_SkillMaster,Master,,
GAMEPLAY_Skills,Skills,Skills section in Log,
GAMEPLAY_Level,Level,Skill Level in Log,
GAMEPLAY_WhiteoutChallengeFailHeader,Whiteout: Failed,,
GAMEPLAY_WhiteoutChallengeFailDesc,You didn't prepare for the Whiteout in time. You'll never survive it...,,
GAMEPLAY_WhiteoutChallengeDeathDesc,You died,,Bạn đã chết
GAMEPLAY_WhiteoutChallengeSuccessHeader,Whiteout: Success,,
GAMEPLAY_WhiteoutChallengeSuccessDesc,The Whiteout is here. Will your stockpiled supplies be enough to survive it?,,
GAMEPLAY_WhiteoutChallengeSurvivalTimeHeader,Completion Time,,
GAMEPLAY_WhiteoutChallengeStartHeader,Whiteout,,
GAMEPLAY_WhiteoutChallengeStartDesc,A monster blizzard is on the way. Will you be ready when it arrives?,,
GAMEPLAY_WhiteoutChallengeInstructions,"The storm arrives in 30 days. Stockpile enough food, water, and supplies in the Coastal Highway Quonset Garage before it hits.",,
GAMEPLAY_WhiteoutChallengeLoadText,"You've learned of an incoming monster blizzard. Can you stockpile enough supplies before it hits?

You have 30 days to stockpile enough food, water, and supplies in the Coastal Highway Quonset Garage before the superstorm lands.",,
GAMEPLAY_ChallengeWhiteout,Whiteout,,
GAMEPLAY_NomadChallengeFailHeader,Nomad: Failed,,
GAMEPLAY_NomadChallengeFailDesc,Challenge failed,,
GAMEPLAY_NomadChallengeDeathDesc,You died,,Bạn đã chết
GAMEPLAY_NomadChallengeSuccessHeader,Nomad: Success,,
GAMEPLAY_NomadChallengeSuccessDesc,The only way to survive is to keep moving.,,
GAMEPLAY_NomadChallengeSurvivalTimeHeader,Completion Time,,
GAMEPLAY_NomadChallengeStartHeader,Nomad,,
GAMEPLAY_NomadChallengeStartDesc,The world has changed. The only way to survive is to keep moving.,,
GAMEPLAY_NomadChallengeInstructions,Survive for 3 days each in 15 specific locations across the game world.,,
GAMEPLAY_NomadChallengeLoadText,"The world has changed. The only way to survive is to keep moving.

Survive for 3 days each in 15 specific locations across the game world.",,
GAMEPLAY_ChallengeNomad,Nomad,,
GAMEPLAY_NomadListDaysInEachLocation,Days In Each Location,,
GAMEPLAY_WhiteoutListDaysOfFood,Days Of Food,,
GAMEPLAY_WhiteoutListOfItems,List Of Items,,
GAMEPLAY_WhiteoutListWater,Potable Water,,
GAMEPLAY_WhiteoutListKerosene,Lamp Oil,,
GAMEPLAY_WhiteoutListSoftwoodHardwood,Softwood/Hardwood,,
GAMEPLAY_WhiteoutListReclaimedWood,Reclaimed Wood,,
GAMEPLAY_WhiteoutListStick,Sticks,,
GAMEPLAY_WhiteoutListTinder,Tinder,,
GAMEPLAY_WhiteoutListBandage,Bandages,,
GAMEPLAY_WhiteoutListMatches,Matches,,
GAMEPLAY_WhiteoutListRifle,Rifle,,
GAMEPLAY_WhiteoutListRifleAmmo,Rifle Cartridges,,
GAMEPLAY_WhiteoutListHatchet,Hatchet,,
GAMEPLAY_WhiteoutListLantern,Lantern,,
GAMEPLAY_Missions,Missions,,
GAMEPLAY_WhiteoutChallengeObjective1,"Stockpile the food, water, and supplies listed in your journal. Store them in the Coastal Highway Quonset Garage (the starting location).",,
GAMEPLAY_NomadChallengeObjective1,Spend 3 days at each location listed in your journal.,,
GAMEPLAY_FireStartingBaseSkill,Fire Starting Base Chance,"changed from: ""Fire Starting Base Skill""",
GAMEPLAY_Firestarting,Fire Starting,,
GAMEPLAY_FirestartingBenefitsTier1,{roll-bonus}% Chance to Start Fires,,
GAMEPLAY_FirestartingBenefitsTier2,"{roll-bonus}% Chance to Start Fires
Fires last {duration-bonus} longer","+15 to Firestarting roll
Fires last 10% longer",
GAMEPLAY_FirestartingBenefitsTier3,"{roll-bonus}% Chance to Start Fires
Fires last {duration-bonus} longer
Can start fires without Tinder",,
GAMEPLAY_FirestartingBenefitsTier4,"{roll-bonus}% Chance to Start Fires
Fires last {duration-bonus} longer
Can start fires without Tinder",,
GAMEPLAY_FirestartingBenefitsTier5,"{roll-bonus}% Chance to Start Fires
Fires start {speed-bonus} faster
Fires last {duration-bonus} longer
Can start fires without Tinder",,
GAMEPLAY_FirestartingDescriptionTier1,"You have no special knowledge or skill at starting fires, yet.",,
GAMEPLAY_FirestartingDescriptionTier2,You're quite good at starting fires now. Your fires start better and they last longer.,,
GAMEPLAY_FirestartingDescriptionTier3,You have well above-average experience in starting fires now. You're becoming very capable.,,
GAMEPLAY_FirestartingDescriptionTier4,Very few can match your skill. Your fires burn faster and for longer. You have woodsmoke in your veins.,,
GAMEPLAY_FirestartingDescriptionTier5,You have a spark at your fingertips. Your skills are legendary. You're the fire whisperer.,,
GAMEPLAY_CarcassHarvesting,Carcass Harvesting,,
GAMEPLAY_CarcassHarvestingBenefitsTier1,Base Carcass Harvesting Skill,,
GAMEPLAY_CarcassHarvestingBenefitsTier2,{duration-bonus} reduction in Meat Harvesting times,,
GAMEPLAY_CarcassHarvestingBenefitsTier3,"{meat-bonus} reduction in Meat Harvesting times
Can harvest {frozen-threshold} Frozen carcasses by hand
{hidegut-bonus} reduction in Hide or Gut harvesting times","25% reduction in Meat Harvesting times
Can harvest 50% Frozen carcasses
10% reduction in Hide or Gut harvesting times",
GAMEPLAY_CarcassHarvestingBenefitsTier4,"{meat-bonus} reduction in Meat Harvesting times
Can harvest {frozen-threshold} Frozen carcasses by hand
{hidegut-bonus} reduction in Hide or Gut harvesting times",,
GAMEPLAY_CarcassHarvestingBenefitsTier5,"{meat-bonus} reduction in Harvesting times
Can harvest {frozen-threshold} Frozen carcasses by hand
{hidegut-bonus} reduction in Hide or Gut harvesting times",,
GAMEPLAY_CarcassHarvestingDescriptionTier1,"You have a lay-person's understanding of harvesting a dead animal. Meaning, you are clumsy and unskilled. Don't cut yourself!",,
GAMEPLAY_CarcassHarvestingDescriptionTier2,"You're a bit more comfortable with how to handle a carcass. You can tell which parts provide the best meat, but you still destroy a lot of it while harvesting.",,
GAMEPLAY_CarcassHarvestingDescriptionTier3,You know your way around a carcass. You're quick and can get the best parts without wrecking them. You don't waste time or meat.,,
GAMEPLAY_CarcassHarvestingDescriptionTier4,You're an artist when it comes to cutting up a carcass. You can get all the best parts and you know what to do with them. You waste very little.,,
GAMEPLAY_CarcassHarvestingDescriptionTier5,"Your skills are legendary. Carcasses pray you'll be the one to harvest them. You don't waste a movement, and can practically strip a carcass with your eyes closed.",,
GAMEPLAY_Cooking,Cooking,,
GAMEPLAY_CookingBenefitsTier1,Base Cooking Skill,,
GAMEPLAY_CookingBenefitsTier2,{cal-bonus} Calories from any cooked food item,,
GAMEPLAY_CookingBenefitsTier3,"{cal-bonus} Calories from any cooked food item
No calorie loss when smashing open cans
Cooking times reduced by {time-bonus}","+10% Calories from any cooked food item.
Cooking times reduced by 10%",
GAMEPLAY_CookingBenefitsTier4,"{cal-bonus} Calories from any cooked food item
No calorie loss when smashing open cans
Cooking times reduced by {time-bonus}",,
GAMEPLAY_CookingBenefitsTier5,"{cal-bonus} Calories from any cooked food item
No calorie loss when smashing open cans
Cooking times reduced by {time-bonus}
Never get Parasites or Food Poisoning",,
GAMEPLAY_CookingDescriptionTier1,"If you were still enjoying civilization's warm embrace, you might be able to cook a hotdog over a fire without burning it.",,
GAMEPLAY_CookingDescriptionTier2,"You're getting better at cooking with camp tools. You don't burn things so much, including yourself.",,
GAMEPLAY_CookingDescriptionTier3,You're a pretty good cook. You've figured out some good ways to improvise around the lack of modern utensils and appliances.,,
GAMEPLAY_CookingDescriptionTier4,You can make anything feel like a meal. You have perfect timing and you don't waste anything.,,
GAMEPLAY_CookingDescriptionTier5,"You're an amazing cook. If people still had dinner parties, you'd be the talk of them. You know how to prepare anything, and your food never makes you sick.",,
GAMEPLAY_CarcassTooFrozen,Carcass more than {percent} frozen (cannot use bare hands),"was: ""Carcass more than 50% frozen (cannot use bare hands)""",
GAMEPLAY_IceFishingBenefitsTier1,Base Ice Fishing Skill,,
GAMEPLAY_IceFishingBenefitsTier2,"Fishing time reduced by {time-bonus}
{chancebreak} chance of line break on catch",,
GAMEPLAY_IceFishingBenefitsTier3,"Fishing time reduced by {time-bonus}
{chancebreak} chance of line break on catch",,
GAMEPLAY_IceFishingBenefitsTier4,"{weight-bonus} to average fish weight.
Fishing time reduced by {time-bonus}
{chancebreak} chance of line break on catch","+10% to average fish weight
Fishing time reduced by 20%
5% chance of line break on catch",
GAMEPLAY_IceFishingBenefitsTier5,"{weight-bonus} to average fish weight.
Fishing time reduced by {time-bonus}
{chancebreak} chance of line break on catch",,
GAMEPLAY_IceFishingDescriptionTier1,You don't really know what you're doing yet. You know which end of the line the hook goes on.,,
GAMEPLAY_IceFishingDescriptionTier2,"You're getting more comfortable with fishing in the Winter. You're better with your fishing gear, and you're developing a feel for when a fish is on the line.",,
GAMEPLAY_IceFishingDescriptionTier3,"You're quite good at ice fishing. You rarely break your lines now, and you catch more fish per hour.",,
GAMEPLAY_IceFishingDescriptionTier4,"You are fantastic at ice fishing. You seem to catch fish more often, more quickly, and somehow you get the bigger ones too!",,
GAMEPLAY_IceFishingDescriptionTier5,"You are the Pied Piper of ice fishers. You barely have to clear the ice hole for fish to nearly jump out of the water. You catch bigger fish, more often, and in less time.",,
GAMEPLAY_RifleFirearm,Rifle Firearm,,
GAMEPLAY_RifleFirearmBenefitsTier1,Base Rifle Skill,,
GAMEPLAY_RifleFirearmBenefitsTier2,"Crtical Hit chance increased by {crit-bonus}
{repair-bonus} Condition per Repair Action",,
GAMEPLAY_RifleFirearmBenefitsTier3,"Accuracy Range increased by {accuracy-bonus}
Crtical Hit chance increased by {crit-bonus}
{repair-bonus} Condition per Repair Action",,
GAMEPLAY_RifleFirearmBenefitsTier4,"Damage increased by {damage-bonus}
Accuracy Range increased by {accuracy-bonus}
Crtical Hit chance increased by {crit-bonus}
{repair-bonus} Condition per Repair Action",,
GAMEPLAY_RifleFirearmBenefitsTier5,"Per-use Condition degradation reduced by {degrade-bonus}
Damage increased by {damage-bonus}
Accuracy Range increased by {accuracy-bonus}
Crtical Hit chance increased by {crit-bonus}
{repair-bonus} Condition per Repair Action","Per-use Condition degradation reduced by 50%
Damage increased by 10%
Accuracy Range increased by 40%
Crtical Hit chance increased by 30%
+5 Condition per Repair Action",
GAMEPLAY_RifleFirearmDescriptionTier1,"You're very new to firearms, and aren't yet comfortable with using the Rifle. You know how to load it and how to fire it, and you know what end to point at the target, and that's about it.",,
GAMEPLAY_RifleFirearmDescriptionTier2,You have a little more shooting experience under your belt. You're more accurate and you know how to keep your Rifle in working order.,,
GAMEPLAY_RifleFirearmDescriptionTier3,"You've become skilled with the Rifle. You're able to hit things further away, and you've developed a better feel for how your shots can be most effective. You know how to keep your Rifle in good condition.",,
GAMEPLAY_RifleFirearmDescriptionTier4,You've developed a strong feeling for the Rifle. Your shots hit more often and you take down your targets more reliably. It is your constant companion.,,
GAMEPLAY_RifleFirearmDescriptionTier5,"When you aim down those sights the world melts away and there's only you, the Rifle, the bullet, and your target. The trigger is death. The trigger is life. ",,
GAMEPLAY_SkillIncreased,{name} skill increased to {%-value},,
GAMEPLAY_RequiresLightToCraft,Requires Light To Craft,,
GAMEPLAY_TestBuild,TEST BUILD,Shown on HUD to incdicate build is a test version,
GAMEPLAY_Feats,Feats,synonym for accomplishments,
GAMEPLAY_HuntedBadgeName,"The Hunted, Part One",,
GAMEPLAY_HuntedBadgeDescLocked,"You have not completed The Hunted, Part One.",,
GAMEPLAY_HuntedBadgeDescUnlocked,"You have completed The Hunted, Part One.",,
GAMEPLAY_RescueBadgeName,Hopeless Rescue,,
GAMEPLAY_RescueBadgeDescLocked,You have not completed Hopeless Rescue.,,
GAMEPLAY_RescueBadgeDescUnlocked,You have completed Hopeless Rescue.,,
GAMEPLAY_WhiteoutBadgeName,Whiteout,,
GAMEPLAY_WhiteoutBadgeDescLocked,You have not completed Whiteout.,,
GAMEPLAY_WhiteoutBadgeDescUnlocked,You have completed Whiteout.,,
GAMEPLAY_NomadBadgeName,Nomad,,
GAMEPLAY_NomadBadgeDescLocked,You have not completed Nomad.,,
GAMEPLAY_NomadBadgeDescUnlocked,You have completed Nomad.,,
GAMEPLAY_FeatsDescription,Badges awarded for Feats that can be completed across many Sandbox games.,,
GAMEPLAY_ChallengesDescription,Badges awarded for completing Challenges.,,
GAMEPLAY_BookFireStarting,Survive the Outdoors!,,
GAMEPLAY_BookFireStartingDescription,Handbook with information on wilderness survival. Researching this will improve your Skill.,,
GAMEPLAY_BookFireCarcassHarvesting,"Field Dressing Your Kill, Vol. I",,
GAMEPLAY_BookCarcassHarvestingDescription,Detailed information about the best way to butcher animal carcasses. Researching this will improve your Skill.,,
GAMEPLAY_BookIceFishing,The Frozen Angler,,
GAMEPLAY_BookIceFishingDescription,An instructional manual on ice fishing. Researching this will improve your Skill.,,
GAMEPLAY_BookCooking,Wilderness Kitchen,,
GAMEPLAY_BookCookingDescription,Tips and tricks on how to prepare food in the wilderness. Researching this will improve your Skill.,,
GAMEPLAY_BookRifleFirearm,Frontier Shooting Guide,,
GAMEPLAY_BookRifleFirearmDescription,"Reprint of a late 19th-century handbook about shooting, meant for green pioneers. Researching this will improve your Skill.",,
GAMEPLAY_BookRifleFirearmAdvanced,Advanced Guns Guns Guns!,,
GAMEPLAY_BookRifleFirearmAdvancedDescription,Packed full of advice and technical details about how to be a better shooter. Researching this will improve your Skill.,,
GAMEPLAY_Read,Read,"As in ""Read a book""",
GAMEPLAY_SkillPointsValue,{value} Points,2 Points,
GAMEPLAY_SkillPointValue,{value} Point,1 Point,
GAMEPLAY_SkillIncrease,Improves {name} skill by {value} points,Improves Fire Starting skill by 10 points,
GAMEPLAY_HoursResearched,{val1} / {val2} Hours Researched,,
GAMEPLAY_SkillTooAdvancedToBenefit,Your skills are too advanced for this research item,,
GAMEPLAY_ResearchProgress,Researching...,,
GAMEPLAY_TooDarkToRead,It's too dark to read.,,
GAMEPLAY_ResearchAlreadyCompleted,Research already completed,,
GAMEPLAY_TooHungryToRead,You can't focus on Research when you're this Hungry.,,
GAMEPLAY_TooThirstyToRead,You can't focus on Research when you're this Thirsty.,,
GAMEPLAY_TooColdToRead,You can't focus on Research when you're this Cold.,,
GAMEPLAY_TooTiredToRead,You can't focus on Research when you're this Tired.,,
GAMEPLAY_TooWoundedToRead,You can't focus on Research when your Condition is this compromised.,,
GAMEPLAY_CannotReadWithAfflictions,You're not healthy enough to focus on Research.,,
GAMEPLAY_Research,Research,Used as a noun,
GAMEPLAY_ReadIt,Research It,Action on Inspect Mode UI,
GAMEPLAY_Difficulty,Difficulty,describes how hard a challenge is to complete,
GAMEPLAY_FeatBookSmarts,Book Smarts,,
GAMEPLAY_FeatBookSmartsDescription,"You've completed {hours} hours of Research. From now on, you gain {bonus} more benefit from each completely researched book.",,
GAMEPLAY_FeatColdFusion,Cold Fusion,,
GAMEPLAY_FeatColdFusionDescription,"You've spent a total of {days} days outside. You are now less susceptible to the cold, and get a permanent {bonus} bonus to your Feels Like temperature.",,
GAMEPLAY_FeatEfficientMachine,Efficient Machine,,
